,pertanyaan,jawaban
2109,"Saya memiliki banyak masalah untuk diatasi. Saya memiliki riwayat pelecehan seksual, saya seorang penderita kanker payudara dan saya adalah insomnia seumur hidup. Saya memiliki sejarah panjang depresi dan saya mulai memiliki kecemasan. Saya memiliki harga diri yang rendah tetapi saya telah menikah dengan bahagia selama hampir 35 tahun. 
    Saya tidak pernah memiliki konseling tentang semua ini. Apakah saya memiliki terlalu banyak masalah untuk diatasi dalam konseling?","Tidak ada kata terlambat untuk mendapatkan bantuan dan mulai membuat perubahan dan peningkatan yang signifikan dalam hidup Anda. Waktu yang tepat adalah ketika Anda merasa siap dan terbuka untuk berubah. Kadang -kadang ketika kita memiliki riwayat trauma, seperti pelecehan seksual, dampak trauma itu dapat memengaruhi banyak bidang kehidupan kita sebagai orang dewasa. Bekerja dengan terapis yang berspesialisasi dalam trauma adalah cara yang bagus untuk mulai mengembangkan keterampilan untuk mengelola kehidupan saat ini, belajar untuk mengatur emosi dan sistem saraf Anda saat Anda dipicu, dan kemudian di lingkungan yang aman memiliki kesempatan untuk memproses trauma masa lalu sehingga Anda dapat menjalani hidup Anda saat ini dengan lebih mudah dan gembira. Orang dapat dan memang pulih dari dampak trauma pada setiap tahap dalam hidup mereka. Tidak pernah terlambat dan Anda bisa merasa lebih baik"
2110,"Saya memiliki banyak masalah untuk diatasi. Saya memiliki riwayat pelecehan seksual, saya seorang penderita kanker payudara dan saya adalah insomnia seumur hidup. Saya memiliki sejarah panjang depresi dan saya mulai memiliki kecemasan. Saya memiliki harga diri yang rendah tetapi saya telah menikah dengan bahagia selama hampir 35 tahun. 
    Saya tidak pernah memiliki konseling tentang semua ini. Apakah saya memiliki terlalu banyak masalah untuk diatasi dalam konseling?","Anda telah melalui begitu banyak dan sepertinya Anda memiliki banyak hal yang telah memenuhi selama bertahun -tahun. Terlepas dari perjuangan yang telah Anda lalui, Anda tidak memiliki terlalu banyak masalah untuk konseling. Sering kali ketika seseorang memulai perjalanan konseling dan penyembuhan mereka, ada banyak hal yang ingin mereka atasi dan kerjakan. Jika Anda memutuskan untuk memulai konseling, Anda dan terapis Anda dapat memutuskan secara kolaboratif apa yang ingin Anda proses dan kerjakan terlebih dahulu. Pastikan untuk mengekspresikan kepada konselor Anda jika salah satu dari pengalaman di atas yang telah Anda lalui menyebabkan banyak kesusahan, karena sering kali hal pertama yang dibahas adalah orang -orang yang saat ini memengaruhi hidup Anda atau secara emosional. Sering kali ketika kita mengalami situasi negatif dalam hidup kita, tetapi tidak mengatasinya, mereka botol di dalam diri kita dan dapat terwujud dengan cara lain, seperti depresi atau bahkan gejala fisik seperti IBS atau nyeri leher. Konseling dapat memberikan emosi dan situasi yang dibotolkan ini. Mengingat situasi yang Anda bagikan, saya tidak hanya tidak berpikir bahwa Anda memiliki terlalu banyak masalah untuk konseling, tetapi percaya bahwa Anda akan menjadi kandidat yang hebat dan bisa mendapatkan banyak dari itu."
2111,"Saya memiliki banyak masalah untuk diatasi. Saya memiliki riwayat pelecehan seksual, saya seorang penderita kanker payudara dan saya adalah insomnia seumur hidup. Saya memiliki sejarah panjang depresi dan saya mulai memiliki kecemasan. Saya memiliki harga diri yang rendah tetapi saya telah menikah dengan bahagia selama hampir 35 tahun. 
    Saya tidak pernah memiliki konseling tentang semua ini. Apakah saya memiliki terlalu banyak masalah untuk diatasi dalam konseling?",Benar-benar tidak. Saya sangat merekomendasikan bekerja pada satu masalah/kebutuhan pada satu waktu. Dalam terapi Anda akan menetapkan tujuan dan sasaran pintar yang akan membantu Anda mencapai tujuan Anda. Saya melihat Anda sebagai orang yang selamat dan bukan korban. Harapan terbaik untukmu.
2112,"Saya memiliki banyak masalah untuk diatasi. Saya memiliki riwayat pelecehan seksual, saya seorang penderita kanker payudara dan saya adalah insomnia seumur hidup. Saya memiliki sejarah panjang depresi dan saya mulai memiliki kecemasan. Saya memiliki harga diri yang rendah tetapi saya telah menikah dengan bahagia selama hampir 35 tahun. 
    Saya tidak pernah memiliki konseling tentang semua ini. Apakah saya memiliki terlalu banyak masalah untuk diatasi dalam konseling?","Benar-benar tidak! Faktanya, kebanyakan orang memiliki banyak masalah, banyak masalah yang Anda gambarkan secara umum berjalan beriringan (dalam ""Terapi Bicara"" Kami menyebutnya Kondisi Komorbid) Saya akan berani bahwa sebagian besar perasaan yang Anda perjuangkan dengan STEM dari trauma awal Anda. Anda akan sangat bermanfaat dari konseling! Seorang terapis yang baik akan mengembangkan rencana perawatan yang memenuhi semua kebutuhan Anda. Dengan bantuan Anda pasti bisa menjalani kehidupan yang bahagia tanpa semua kecemasan dan depresi Anda menghalangi!"
2113,"Saya memiliki banyak masalah untuk diatasi. Saya memiliki riwayat pelecehan seksual, saya seorang penderita kanker payudara dan saya adalah insomnia seumur hidup. Saya memiliki sejarah panjang depresi dan saya mulai memiliki kecemasan. Saya memiliki harga diri yang rendah tetapi saya telah menikah dengan bahagia selama hampir 35 tahun. 
    Saya tidak pernah memiliki konseling tentang semua ini. Apakah saya memiliki terlalu banyak masalah untuk diatasi dalam konseling?","Ini pertanyaan yang bagus! Saya pribadi tidak percaya bahwa klien mana pun dapat memiliki terlalu banyak masalah untuk konseling. Bahkan, jenis pemikiran seperti itu mungkin menghentikan Anda dari mencari konseling, jadi mungkin menghambat Anda dari mendapatkan bantuan yang Anda butuhkan. Faktanya, semua yang Anda gambarkan menunjukkan pentingnya Anda mencari bantuan untuk mengatasi banyak tantangan dalam hidup Anda. Jika Anda mencari konseling, penting bagi Anda untuk memahami bahwa Anda mungkin perlu tetap dalam konseling untuk jangka waktu yang berkelanjutan untuk mengatasi masing -masing masalah ini. Semua masalah ini tidak akan dapat diselesaikan segera atau dalam waktu singkat. Konseling akan mengambil komitmen dan kerja keras, tetapi mungkin bagi Anda untuk pulih dan sembuh dari semua masalah yang Anda jelaskan. Banyak klien datang ke konseling dengan berbagai masalah daripada hanya satu hal tertentu. Sebagian besar waktu, masalah ini berhubungan dan memperburuk satu sama lain. Kami menyebut kondisi ""komorbid"" ini, yang berarti bahwa dua atau lebih masalah kesehatan mental ada pada satu waktu. Sering kali, ketika Anda mulai mengerjakan satu masalah, masalah lain menjadi lebih baik sebagai hasilnya. Saya mendorong Anda untuk menemukan terapis profesional yang dapat membantu Anda belajar bagaimana mengatasi semua kesulitan kesehatan mental yang Anda jelaskan . Anda pantas mendapatkan bantuan sama seperti orang lain."
2114,"Saya memiliki banyak masalah untuk diatasi. Saya memiliki riwayat pelecehan seksual, saya seorang penderita kanker payudara dan saya adalah insomnia seumur hidup. Saya memiliki sejarah panjang depresi dan saya mulai memiliki kecemasan. Saya memiliki harga diri yang rendah tetapi saya telah menikah dengan bahagia selama hampir 35 tahun. 
    Saya tidak pernah memiliki konseling tentang semua ini. Apakah saya memiliki terlalu banyak masalah untuk diatasi dalam konseling?",Hai! Banyak orang memulai perjalanan terapeutik mereka dengan sejarah seperti milik Anda dan mengalami perubahan transformatif dalam kualitas hidup mereka. Saya harap Anda dapat menemukan konselor yang merasa nyaman dengan Anda bekerja dan melakukan pekerjaan jika Anda merasa dipanggil. Semoga sukses dalam perjalanan Anda!
2115,"Saya memiliki banyak masalah untuk diatasi. Saya memiliki riwayat pelecehan seksual, saya seorang penderita kanker payudara dan saya adalah insomnia seumur hidup. Saya memiliki sejarah panjang depresi dan saya mulai memiliki kecemasan. Saya memiliki harga diri yang rendah tetapi saya telah menikah dengan bahagia selama hampir 35 tahun. 
    Saya tidak pernah memiliki konseling tentang semua ini. Apakah saya memiliki terlalu banyak masalah untuk diatasi dalam konseling?","Benar-benar tidak. Sepertinya Anda memiliki trauma yang signifikan dan akan terus berdampak pada depresi Anda sampai ditangani. Setiap orang memiliki masalah, meskipun beberapa lebih traumatis daripada yang lain namun yang terbaik adalah memulai dari suatu tempat. Saya akan mendorong Anda untuk memulai konseling dan mengerjakan beberapa sejarah Anda dengan kecepatan Anda sendiri untuk mulai berdampak dan mengurangi gejala depresi Anda."
2116,"Saya memiliki banyak masalah untuk diatasi. Saya memiliki riwayat pelecehan seksual, saya seorang penderita kanker payudara dan saya adalah insomnia seumur hidup. Saya memiliki sejarah panjang depresi dan saya mulai memiliki kecemasan. Saya memiliki harga diri yang rendah tetapi saya telah menikah dengan bahagia selama hampir 35 tahun. 
    Saya tidak pernah memiliki konseling tentang semua ini. Apakah saya memiliki terlalu banyak masalah untuk diatasi dalam konseling?","Sebagian besar klien memiliki banyak masalah yang perlu dilakukan. Adalah normal untuk memiliki banyak peristiwa dalam hidup kita yang mengganggu kita dan tetap bersama kita tanpa bantuan konseling. Jenis konselor yang tepat akan membantu Anda fokus pada masalah utama dan paling meresahkan yang Anda miliki terlebih dahulu dan mengerjakan semua yang Anda kelola langkah demi langkah, tujuan demi tujuan. Terkadang, bekerja pada satu masalah membantu membawa masalah lain dalam konteks masalah utama Anda. Ini dapat membantu Anda menyelesaikan beberapa masalah lain yang terhubung. Cari seseorang dengan pengalaman dan spesialisasi dalam masalah Anda yang paling mendesak ... meskipun Anda telah menderita kanker payudara, Anda mungkin menemukan bahwa kesedihan dari masa lalu Anda lebih meresahkan. Maka Anda akan mencari spesialis berkabung atau duka."
2117,"Saya memiliki banyak masalah untuk diatasi. Saya memiliki riwayat pelecehan seksual, saya seorang penderita kanker payudara dan saya adalah insomnia seumur hidup. Saya memiliki sejarah panjang depresi dan saya mulai memiliki kecemasan. Saya memiliki harga diri yang rendah tetapi saya telah menikah dengan bahagia selama hampir 35 tahun. 
    Saya tidak pernah memiliki konseling tentang semua ini. Apakah saya memiliki terlalu banyak masalah untuk diatasi dalam konseling?",Pergi saja! Anda mulai dengan masalah yang paling umum dengan berbicara dengan terapis Anda. Penyembuhan satu masalah dapat memiliki efek riak dan menyembuhkan masalah lain juga.
2118,"Saya memiliki banyak masalah untuk diatasi. Saya memiliki riwayat pelecehan seksual, saya seorang penderita kanker payudara dan saya adalah insomnia seumur hidup. Saya memiliki sejarah panjang depresi dan saya mulai memiliki kecemasan. Saya memiliki harga diri yang rendah tetapi saya telah menikah dengan bahagia selama hampir 35 tahun. 
    Saya tidak pernah memiliki konseling tentang semua ini. Apakah saya memiliki terlalu banyak masalah untuk diatasi dalam konseling?",Tidak ada terlalu banyak masalah untuk konseling. Banyak masalah sering saling terkait dan semuanya dapat dikerjakan dengan waktu dan kesabaran.
2119,"Saya memiliki banyak masalah untuk diatasi. Saya memiliki riwayat pelecehan seksual, saya seorang penderita kanker payudara dan saya adalah insomnia seumur hidup. Saya memiliki sejarah panjang depresi dan saya mulai memiliki kecemasan. Saya memiliki harga diri yang rendah tetapi saya telah menikah dengan bahagia selama hampir 35 tahun. 
    Saya tidak pernah memiliki konseling tentang semua ini. Apakah saya memiliki terlalu banyak masalah untuk diatasi dalam konseling?","Hai, orang yang hanya memiliki beberapa masalah dan orang yang memiliki beberapa masalah sempurna untuk terapi. Tidak ada yang namanya memiliki terlalu banyak masalah untuk terapi. Terapi sangat bagus karena akan membantu Anda memproses semua yang Anda alami, sembuh dari rasa sakit di masa lalu dan sekarang, dan mendapatkan kejelasan."
2120,"Saya memiliki banyak masalah untuk diatasi. Saya memiliki riwayat pelecehan seksual, saya seorang penderita kanker payudara dan saya adalah insomnia seumur hidup. Saya memiliki sejarah panjang depresi dan saya mulai memiliki kecemasan. Saya memiliki harga diri yang rendah tetapi saya telah menikah dengan bahagia selama hampir 35 tahun. 
    Saya tidak pernah memiliki konseling tentang semua ini. Apakah saya memiliki terlalu banyak masalah untuk diatasi dalam konseling?","Ya, Anda mungkin :) Setidaknya, tentu saja terasa seperti itu, saya bertaruh ... belum lagi bahwa sebagian besar penasihat di luar sana pada umumnya merasa kewalahan dengan ""kasus"" dengan begitu banyak masalah. Dan, jadi, Anda akan bekerja keras sepanjang minggu dengan perbaikan bertahap yang terjadi saat dia perlahan-lahan melakukan yang terbaik untuk mengunyah ... masalah sebenarnya adalah bahwa orang-orang ini belum memahami sifat integratif dari masing-masing subjek ini dan Betapa sederhana untuk memahaminya, dan kemudian memberantasnya."
2121,"Saya memiliki banyak masalah untuk diatasi. Saya memiliki riwayat pelecehan seksual, saya seorang penderita kanker payudara dan saya adalah insomnia seumur hidup. Saya memiliki sejarah panjang depresi dan saya mulai memiliki kecemasan. Saya memiliki harga diri yang rendah tetapi saya telah menikah dengan bahagia selama hampir 35 tahun. 
    Saya tidak pernah memiliki konseling tentang semua ini. Apakah saya memiliki terlalu banyak masalah untuk diatasi dalam konseling?","Dapat dikatakan bahwa Anda mungkin menjadi kandidat yang sempurna untuk konseling! Tidak ada yang melampaui harapan, dan seseorang yang cukup berani untuk jujur ​​tentang perjuangan mereka, dengan maksud untuk menjangkau bantuan tentu saja adalah seseorang yang akan dengan senang hati dibantu oleh seorang penasihat yang berkualifikasi. Anda mungkin ingin melakukan riset tentang terapis di daerah lokal Anda yang berspesialisasi dalam koneksi pikiran-tubuh, atau salah satu perjuangan yang telah Anda akui dalam posting Anda, untuk menemukan terapis yang paling cocok untuk memenuhi kebutuhan Anda. Semoga beruntung dalam pencarian Anda, dan ingat bahwa dunia adalah tempat yang lebih baik dengan Anda di dalamnya."
2122,"Saya memiliki banyak masalah untuk diatasi. Saya memiliki riwayat pelecehan seksual, saya seorang penderita kanker payudara dan saya adalah insomnia seumur hidup. Saya memiliki sejarah panjang depresi dan saya mulai memiliki kecemasan. Saya memiliki harga diri yang rendah tetapi saya telah menikah dengan bahagia selama hampir 35 tahun. 
    Saya tidak pernah memiliki konseling tentang semua ini. Apakah saya memiliki terlalu banyak masalah untuk diatasi dalam konseling?","Tidak, tidak pernah ada terlalu banyak masalah untuk diatasi dalam konseling. Terapi akan dimulai dengan memprioritaskan apa yang Anda rasa perlu ditangani terlebih dahulu. Ketika satu bidang membaik, seperti memproses riwayat pelecehan, Anda cenderung melihat peningkatan di bidang lain dalam hidup Anda ... seperti tidur lebih baik."
2123,"Saya memiliki banyak masalah untuk diatasi. Saya memiliki riwayat pelecehan seksual, saya seorang penderita kanker payudara dan saya adalah insomnia seumur hidup. Saya memiliki sejarah panjang depresi dan saya mulai memiliki kecemasan. Saya memiliki harga diri yang rendah tetapi saya telah menikah dengan bahagia selama hampir 35 tahun. 
    Saya tidak pernah memiliki konseling tentang semua ini. Apakah saya memiliki terlalu banyak masalah untuk diatasi dalam konseling?","Pertama, saya ingin mengatakan betapa menakjubkannya Anda dapat hidup melalui kanker payudara, pelecehan seksual serta depresi dan kecemasan Anda. Anda lebih kuat dari yang Anda yakini saat ini karena dapat terus tumbuh dan hidup melalui pengalaman ini. Luangkan waktu sejenak untuk mengakui kekuatan Anda dan mengetahui bahwa kekuatan ini akan menjadi aset selama proses terapeutik yang dapat Anda ketuk untuk menemukan peningkatan harga diri dan lebih banyak kekuatan untuk mengatasi masalah yang Anda miliki. Tidak pernah ada terlalu banyak kekhawatiran untuk ditangani dalam sesi terapi. Saya harap Anda dapat menemukan terapis hebat yang dapat Anda percayai untuk mendengarkan dan bekerja dengan Anda untuk mengidentifikasi dan mengatasi
Masalah yang paling memprihatinkan terlebih dahulu. Setelah Anda mulai melakukan ini, Anda mungkin menemukan pengurangan gejala dan perasaan yang memungkinkan Anda menumbuhkan kapasitas Anda untuk mengelola perasaan dan situasi yang sulit dan mengatasi masalah tambahan. Bahkan sebelum Anda menyadarinya, masalah yang Anda alami akan mulai merasa lebih mudah dikelola."
